numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4,Column1
61972,2.02E+13,101450,20,3,mq,mq,300.05,294.55,72,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101380,mq,mq,190,mq,295.15,mq,302.55,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61976,2.02E+13,101360,150,3,120,4.8,301.35,297.75,81,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101270,mq,mq,120,mq,299.55,mq,304.85,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0.2,0.2,0.2,1.2,2.8,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61980,2.02E+13,101560,110,2,150,3.3,299.25,294.45,75,60000,0,mq,mq,mq,4,2250,mq,mq,mq,101410,mq,mq,120,mq,mq,mq,mq,mq,mq,mq,4.7,6,-10,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,1,mq,2220,4,mq,5700,mq,mq,mq,mq,mq,mq,
61996,2.02E+13,103530,180,1,210,2.5,285.95,279.35,64,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,103170,mq,mq,1200,mq,284.35,mq,289.35,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61997,2.02E+13,101940,70,6,340,11.5,287.85,285.55,86,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,100200,mq,mq,-240,mq,281.35,mq,288.05,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0.2,0.4,0.4,1.6,5.2,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61998,2.02E+13,101730,20,3,310,13.9,285.65,281.35,75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101370,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,18.5,-10,mq,mq,mq,mq,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
67005,2.02E+13,101170,80,2,180,3.1,302.25,298.45,80,20000,0,mq,mq,mq,0,mq,mq,mq,mq,101090,mq,mq,0,mq,mq,mq,mq,mq,mq,mq,4.3,4.5,-10,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
71805,2.02E+13,101310,130,2,290,12.6,274.55,266.75,56,18330,0,mq,mq,100,1,1250,mq,mq,mq,101220,mq,mq,780,mq,mq,mq,mq,273.85,mq,mq,17.9,18,-10,mq,mq,mq,mq,0,-0.1,-0.1,-0.1,-0.1,mq,mq,mq,mq,1,mq,1020,8,mq,1620,mq,mq,mq,mq,mq,mq,
78890,2.02E+13,101750,80,1,100,7.8,301.25,293.25,62,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101430,mq,mq,120,mq,297.25,mq,301.95,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0.6,0.6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78894,2.02E+13,101820,80,0,110,3.4,301.35,294.15,65,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101310,mq,mq,160,mq,297.35,mq,303.05,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78897,2.02E+13,101780,110,1,110,6.4,299.65,294.15,72,27370,mq,mq,mq,mq,mq,mq,mq,mq,mq,101690,mq,mq,170,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,-0.1,-0.1,-0.1,-0.1,-0.1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78922,2.02E+13,101740,130,1,120,9.4,300.95,294.75,69,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101300,mq,mq,120,mq,298.85,mq,301.75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78925,2.02E+13,101710,120,1,120,9.2,302.25,293.95,61,23980,0,mq,mq,75,5,1250,mq,mq,mq,101620,mq,mq,140,mq,mq,mq,mq,mq,mq,mq,13,13.4,-10,mq,mq,mq,mq,0,0,0,0.8,0.8,mq,mq,mq,mq,5,mq,1020,5,mq,1410,5,mq,1800,mq,mq,mq,
81401,2.02E+13,101360,0,0,40,1.4,304.55,294.45,55,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101300,mq,mq,50,mq,293.65,mq,306.25,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81405,2.02E+13,101400,40,0,60,4.1,302.85,294.75,62,42760,0,mq,mq,mq,1,1250,mq,mq,mq,101310,mq,mq,90,mq,mq,mq,mq,295.85,mq,mq,6.9,6.9,-10,mq,mq,mq,mq,0,0,0.2,0.2,0.4,mq,mq,mq,mq,1,mq,1170,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81408,2.02E+13,101320,0,0,50,2.6,303.85,294.65,58,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101240,mq,mq,90,mq,293.95,mq,305.55,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0.2,0.2,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81415,2.02E+13,mq,mq,mq,40,1.7,302.65,294.05,60,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,294.55,mq,305.95,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
89642,2.02E+13,100250,-120,8,150,12.9,260.05,251.75,46,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,99690,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,19.5,21.6,-30,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7005,2.02E+13,102530,-20,5,50,1.6,283.15,278.35,72,20000,0,mq,mq,mq,mq,mq,mq,mq,mq,101650,mq,mq,360,276.65,mq,284.35,mq,277.95,mq,mq,2.2,4.1,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7015,2.02E+13,102540,-10,6,330,1.8,283.65,278.65,71,15770,0,mq,mq,mq,1,1250,mq,mq,mq,101960,mq,mq,340,280.05,mq,285.65,mq,280.05,mq,mq,2.3,2.6,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,1,mq,1320,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7020,2.02E+13,102380,-60,8,90,6.7,282.35,279.65,83,16000,3,2,mq,75,5,2250,30,21,15,102270,mq,mq,220,279.25,mq,286.35,mq,mq,mq,mq,8.9,10,-10,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,5,4,2100,2,0,6000,mq,mq,mq,mq,mq,mq,
7027,2.02E+13,102380,-60,6,20,3.8,283.05,279.35,78,19040,0,mq,mq,mq,0,mq,mq,mq,mq,101560,mq,mq,230,274.85,mq,286.85,mq,279.75,mq,mq,7.3,7.8,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7037,2.02E+13,102450,-30,6,50,4.3,283.05,277.85,70,38190,0,mq,mq,mq,0,mq,mq,mq,mq,100540,mq,mq,320,275.05,mq,285.45,mq,279.25,mq,mq,6.1,6.2,-10,mq,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7072,2.02E+13,102410,-10,6,310,3.5,283.45,279.55,77,18730,0,mq,mq,mq,0,mq,mq,mq,mq,101250,mq,mq,400,276.65,mq,286.05,mq,277.25,mq,mq,4.8,5.7,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7110,2.02E+13,102160,20,3,210,3.2,286.35,276.95,53,60000,0,mq,mq,mq,5,6840,mq,mq,mq,100980,mq,mq,220,278.25,mq,290.25,mq,269.75,mq,mq,4.7,6.3,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,5,mq,6840,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7117,2.02E+13,102220,10,1,70,3.5,284.75,279.85,72,25000,3,2,mq,100,0,5000,30,20,17,101510,mq,mq,160,280.25,mq,288.45,mq,mq,mq,mq,5.9,7.5,-10,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,8,2,5000,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7130,2.02E+13,102220,-30,5,120,3.3,287.55,277.85,52,60000,0,mq,mq,mq,0,mq,mq,mq,mq,101770,mq,mq,230,277.85,mq,289.85,mq,279.25,mq,mq,5.3,6.6,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7139,2.02E+13,102280,-30,5,60,2.8,286.65,277.55,54,20000,0,mq,mq,mq,0,mq,mq,mq,mq,100540,mq,mq,260,276.45,mq,288.55,mq,280.65,mq,mq,4.3,5.5,-10,1,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7149,2.02E+13,102380,0,5,60,4.4,286.05,275.55,49,20000,2,0,0,25,1,1750,34,20,11,101290,mq,mq,340,278.25,mq,288.45,mq,mq,mq,mq,6.2,7.9,-10,0,0,0,-60,0,0,0,0,0,mq,mq,mq,mq,1,6,1500,1,0,8000,mq,mq,mq,mq,mq,mq,
7168,2.02E+13,102360,30,3,20,2.1,285.65,278.35,61,20000,0,mq,mq,mq,0,mq,mq,mq,mq,100930,mq,mq,360,274.95,mq,288.35,mq,278.05,mq,mq,3.8,6.5,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7181,2.02E+13,102320,60,3,40,1.9,284.55,277.05,60,38770,0,mq,mq,100,8,1750,mq,mq,mq,98140,mq,mq,400,275.25,mq,286.65,mq,272.95,mq,mq,2.6,4.6,-10,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,8,mq,1860,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7190,2.02E+13,102360,90,3,50,4.3,284.55,277.05,60,19020,0,mq,mq,100,8,1250,mq,mq,mq,100530,mq,mq,440,280.45,mq,288.85,mq,282.05,mq,mq,6.2,6.2,-10,0,0,mq,mq,0,0,0,0,0.6,mq,mq,mq,mq,5,mq,1200,8,mq,1410,mq,mq,mq,mq,mq,mq,
7207,2.02E+13,102130,-30,7,50,2.7,286.85,278.95,59,15000,2,2,mq,75,0,6000,30,20,12,101610,mq,mq,160,282.95,mq,288.85,mq,mq,mq,mq,3.9,6.9,-10,0,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,6,0,6000,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7222,2.02E+13,102100,-20,6,80,4.7,288.85,277.85,48,59370,0,mq,mq,mq,0,mq,mq,mq,mq,101790,mq,mq,170,278.95,mq,290.55,mq,279.85,mq,mq,8.7,8.7,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7240,2.02E+13,102210,-40,6,50,3.1,286.45,279.05,61,38170,0,mq,mq,mq,0,mq,mq,mq,mq,100860,mq,mq,240,277.95,mq,289.05,mq,279.75,mq,mq,5.5,7.4,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7255,2.02E+13,102230,10,3,70,3.9,287.35,276.45,48,20000,0,mq,mq,mq,mq,mq,mq,mq,mq,100240,mq,mq,270,276.95,mq,289.75,mq,276.95,mq,mq,5.6,6.5,-10,mq,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7280,2.02E+13,102230,30,1,30,2.9,283.95,277.65,65,55550,0,mq,mq,mq,1,1750,mq,mq,mq,99580,mq,mq,320,275.25,mq,287.85,mq,279.65,mq,mq,3.8,7.1,-10,0,0,mq,mq,0,0,0,0,0.2,mq,mq,mq,mq,1,mq,1980,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7299,2.02E+13,102280,80,3,360,3.6,284.25,277.05,61,33320,0,mq,mq,100,8,2250,mq,mq,mq,99000,mq,mq,350,276.55,mq,286.95,mq,278.85,mq,mq,5.8,7.1,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,8,mq,2280,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7314,2.02E+13,102000,-20,7,70,2.9,287.95,282.05,68,20000,2,2,2,60,0,5000,30,20,11,101720,mq,mq,180,282.25,mq,290.35,mq,mq,mq,mq,6.1,6.2,-10,0,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,5,0,5000,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7335,2.02E+13,102110,0,5,60,4.6,288.25,277.05,47,49310,0,mq,mq,mq,0,mq,mq,mq,mq,100680,mq,mq,200,276.95,mq,290.15,mq,280.85,mq,mq,8.1,8.9,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7434,2.02E+13,101960,20,2,50,6.7,287.45,275.95,46,15110,0,mq,mq,mq,0,mq,mq,mq,mq,97230,mq,mq,210,277.95,mq,289.95,mq,279.85,mq,mq,9.6,10.6,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7460,2.02E+13,102100,30,3,20,4,286.15,276.25,51,58470,0,mq,mq,mq,0,mq,mq,mq,mq,98170,mq,mq,290,273.75,mq,289.15,mq,273.85,mq,mq,6.6,8.5,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7471,2.02E+13,mq,60,3,50,3.1,282.15,273.85,56,20000,0,mq,mq,mq,0,mq,mq,mq,mq,92350,92500,820,310,275.75,mq,285.75,mq,276.35,mq,mq,5.4,7.1,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7481,2.02E+13,102010,30,3,350,7.2,286.75,276.25,49,50000,2,0,0,10,1,1250,34,20,10,99150,mq,mq,190,276.75,mq,288.95,mq,mq,mq,mq,10.6,11.5,-10,0,0,0,-60,0,0,0,0,0,mq,mq,mq,mq,1,6,1400,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7510,2.02E+13,101850,0,5,70,3.7,292.45,270.15,22,54880,0,mq,mq,mq,0,mq,mq,mq,mq,101280,mq,mq,200,280.95,mq,293.75,mq,279.35,mq,mq,6.1,10.5,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7535,2.02E+13,101810,0,5,60,2.7,290.25,272.95,31,20000,0,mq,mq,mq,0,mq,mq,mq,mq,98750,mq,mq,220,277.35,mq,292.95,mq,278.85,mq,mq,4.4,5.6,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7558,2.02E+13,101650,30,3,10,5.8,287.45,271.75,34,20000,0,mq,mq,mq,mq,mq,mq,mq,mq,93480,mq,mq,240,276.35,mq,290.25,mq,275.55,mq,mq,8,9,-10,mq,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7577,2.02E+13,101800,60,1,10,6,289.05,276.15,42,20000,0,mq,mq,mq,mq,mq,mq,mq,mq,100920,mq,mq,190,280.05,mq,290.45,mq,281.35,mq,mq,10.9,12.7,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7591,2.02E+13,mq,70,3,220,2.5,285.45,271.55,38,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,91410,mq,mq,140,mq,273.65,mq,289.35,mq,mq,mq,mq,mq,mq,mq,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7607,2.02E+13,101770,20,3,100,2.6,292.75,274.25,29,60000,0,mq,mq,mq,0,mq,mq,mq,mq,101070,mq,mq,230,275.85,mq,295.25,mq,285.35,mq,mq,3.7,5.1,-10,mq,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7621,2.02E+13,101750,50,3,20,2.6,289.65,275.25,38,49440,0,mq,mq,mq,0,mq,mq,mq,mq,97510,mq,mq,230,276.85,mq,293.55,mq,279.95,mq,mq,3.6,5.1,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7627,2.02E+13,101750,40,3,20,1.3,290.15,272.45,30,20000,0,mq,mq,mq,0,mq,mq,mq,mq,96930,mq,mq,210,276.35,mq,292.95,mq,280.85,mq,mq,2.6,6.2,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7630,2.02E+13,101790,10,3,310,3.1,290.75,272.05,28,29380,0,mq,mq,mq,0,mq,mq,mq,mq,100020,mq,mq,240,279.05,mq,293.75,mq,280.05,mq,mq,3.9,6.2,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7643,2.02E+13,101780,50,3,220,3.7,287.55,279.65,59,47220,0,mq,mq,mq,0,mq,mq,mq,mq,101680,mq,mq,290,280.15,mq,294.25,mq,276.35,mq,mq,5.3,7.5,-10,mq,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7650,2.02E+13,101700,40,3,230,5.3,287.95,278.45,53,56070,0,mq,mq,mq,0,mq,mq,mq,mq,101320,mq,mq,310,278.35,mq,292.15,mq,278.95,mq,mq,8.7,8.7,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7661,2.02E+13,mq,mq,mq,290,6.2,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,9.2,10.6,-10,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7690,2.02E+13,101710,50,3,230,3.3,287.75,279.55,58,40000,3,0,0,10,1,mq,30,28,10,101400,mq,mq,410,282.25,mq,289.45,mq,282.95,mq,mq,4.6,6.4,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,1,3,3400,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7747,2.02E+13,101810,50,3,130,2.3,288.85,272.65,33,60000,0,mq,mq,mq,0,mq,mq,mq,mq,101280,mq,mq,370,280.05,mq,292.85,mq,281.35,mq,mq,3.6,5.1,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7761,2.02E+13,101600,220,2,230,4.4,287.15,282.15,72,56340,0,mq,mq,mq,0,mq,mq,mq,mq,101490,mq,mq,140,280.55,mq,292.85,mq,282.35,mq,mq,6.6,8.9,-10,mq,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7790,2.02E+13,101650,40,3,280,1.1,286.05,276.95,54,19350,0,mq,mq,mq,0,mq,mq,mq,mq,101500,mq,mq,320,283.15,mq,289.55,mq,mq,mq,mq,4.6,4.6,-10,mq,mq,mq,mq,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61968,2.02E+13,101250,90,1,100,0.6,299.85,297.55,87,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101200,mq,mq,-20,mq,297.15,mq,304.65,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61972,2.02E+13,101530,80,1,mq,mq,297.15,294.45,85,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101460,mq,mq,130,mq,295.15,mq,302.55,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61976,2.02E+13,101450,90,1,110,6.1,301.25,297.25,79,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101360,mq,mq,60,mq,299.55,mq,304.85,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0.2,1.2,1.2,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61980,2.02E+13,101730,170,2,120,4.1,298.75,295.65,83,45530,0,mq,mq,mq,5,3780,mq,mq,mq,101580,mq,mq,180,mq,mq,mq,mq,mq,mq,mq,6.2,6.8,-10,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,5,mq,3780,mq,9,mq,mq,mq,mq,mq,mq,mq,
61996,2.02E+13,103560,30,0,220,1.7,286.35,280.55,68,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,103200,mq,mq,1120,mq,284.35,mq,289.35,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61997,2.02E+13,101920,30,7,350,12.1,286.55,285.75,95,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,100170,mq,mq,-220,mq,281.35,mq,288.15,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,1,1.2,1.6,2.2,6.4,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
67005,2.02E+13,101280,110,1,0,0,300.85,298.45,87,20000,0,mq,mq,mq,4,450,mq,mq,mq,101200,mq,mq,-20,mq,mq,mq,mq,mq,mq,mq,0.5,1.9,-10,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,3,mq,570,4,mq,810,mq,mq,mq,mq,mq,mq,
71805,2.02E+13,101450,140,3,290,14.7,272.85,264.45,53,48150,0,mq,mq,90,7,1250,mq,mq,mq,101360,mq,mq,1140,272.05,mq,275.15,mq,273.85,mq,mq,21,21,-10,mq,mq,mq,mq,0,-0.1,-0.1,-0.1,-0.1,mq,mq,mq,mq,7,mq,1080,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78890,2.02E+13,101600,150,8,90,7.5,300.95,293.55,64,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101280,mq,mq,140,mq,297.25,mq,302.25,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0.6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78894,2.02E+13,101700,130,8,60,6.2,297.45,295.35,88,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101180,mq,mq,220,mq,297.05,mq,302.55,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,4,4.2,4.2,4.2,5.2,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78897,2.02E+13,101610,-170,6,110,7.2,301.75,292.65,58,21280,mq,mq,mq,mq,mq,mq,mq,mq,mq,101520,mq,mq,180,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,1,1,1,1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78922,2.02E+13,101550,190,8,120,9.2,300.35,295.05,73,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101110,mq,mq,120,mq,298.85,mq,301.55,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78925,2.02E+13,101520,-190,8,110,8.7,302.35,293.25,58,22600,0,mq,mq,mq,1,800,mq,mq,mq,101430,mq,mq,130,302.85,mq,302.85,mq,mq,mq,mq,12.2,13.7,-10,mq,mq,mq,mq,0,0,0,0.8,0.8,mq,mq,mq,mq,1,mq,990,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81401,2.02E+13,101090,270,6,360,1.7,307.15,295.25,50,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101030,mq,mq,30,mq,293.65,mq,307.15,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81405,2.02E+13,101150,-250,7,50,4.3,303.35,293.85,57,27700,0,mq,mq,90,2,1250,mq,mq,mq,101060,mq,mq,40,mq,mq,mq,mq,295.85,mq,mq,7.6,7.6,-10,mq,mq,mq,mq,0,0,0,0.2,0.2,mq,mq,mq,mq,2,mq,1170,7,mq,2280,mq,mq,mq,mq,mq,mq,
81408,2.02E+13,101100,220,6,10,3.9,303.15,296.15,66,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101020,mq,mq,150,mq,293.95,mq,305.45,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0.2,0.2,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81415,2.02E+13,mq,mq,mq,60,1,304.25,293.25,52,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,294.55,mq,305.95,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
