numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4,Column1
61972,2.02E+13,101140,90,6,mq,mq,296.75,294.85,89,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101070,mq,mq,-120,mq,294.95,mq,303.15,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0.2,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61976,2.02E+13,101000,190,8,150,1.6,298.35,296.45,89,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,100910,mq,mq,-90,mq,298.35,mq,303.75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,2.6,2.6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61980,2.02E+13,101110,-170,6,150,3.8,298.75,293.05,71,60000,0,mq,mq,90,2,1250,mq,mq,mq,100960,mq,mq,-150,mq,mq,mq,mq,mq,mq,mq,5.1,5.1,-10,mq,mq,mq,mq,0,0,0,0.2,0.2,mq,mq,mq,mq,2,mq,1440,5,mq,1680,7,mq,2700,mq,mq,mq,
61996,2.02E+13,102570,60,5,270,7.8,288.65,287.55,93,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,102220,mq,mq,-710,mq,286.95,mq,292.15,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0.4,0.4,0.4,1,1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61997,2.02E+13,101820,440,6,40,10.8,277.95,277.35,96,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,100020,mq,mq,-290,mq,276.85,mq,278.55,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0.8,4.8,7.6,8.6,8.6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61998,2.02E+13,102100,170,3,250,11.3,277.55,269.75,57,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101720,mq,mq,1690,mq,mq,mq,mq,mq,mq,mq,mq,18.5,-10,mq,mq,mq,mq,0,mq,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
67005,2.02E+13,101070,-160,8,20,1,299.25,297.85,92,20000,0,mq,mq,mq,0,mq,mq,mq,mq,100990,mq,mq,-60,mq,mq,mq,mq,mq,mq,mq,1.3,2.2,-10,mq,mq,mq,mq,0,0,0,0,0.2,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
71805,2.02E+13,102100,120,2,260,6.2,273.75,273.45,98,12070,0,mq,mq,mq,0,mq,mq,mq,mq,102010,mq,mq,-140,mq,mq,mq,mq,275.35,mq,mq,8.1,9.4,-10,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78890,2.02E+13,101590,130,3,120,5.2,299.25,294.45,75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101270,mq,mq,30,mq,298.15,mq,301.75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78894,2.02E+13,101630,140,3,110,3.5,298.75,293.55,73,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101110,mq,mq,10,mq,297.35,mq,303.75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78897,2.02E+13,101600,140,1,130,2.1,297.65,293.75,79,29950,mq,mq,mq,mq,mq,mq,mq,mq,mq,101510,mq,mq,30,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,-0.1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78922,2.02E+13,101580,90,3,130,7.6,299.25,294.25,74,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101130,mq,mq,-30,mq,298.65,mq,302.25,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78925,2.02E+13,101560,110,3,110,4.5,298.55,293.55,74,47590,0,mq,mq,mq,1,800,mq,mq,mq,101470,mq,mq,-30,303.45,mq,303.45,mq,mq,mq,mq,6.3,6.3,-10,mq,mq,mq,mq,0,0,0,-0.1,-0.1,mq,mq,mq,mq,1,mq,870,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81401,2.02E+13,101300,140,3,60,0.7,298.95,296.85,88,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101240,mq,mq,60,mq,297.25,mq,305.15,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,5.6,5.6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81405,2.02E+13,101310,110,2,0,0,298.15,296.35,90,17180,0,mq,mq,mq,1,800,mq,mq,mq,101220,mq,mq,30,301.15,mq,301.15,mq,298.65,mq,mq,0,1.4,-10,mq,mq,mq,mq,0,0,0.4,14,42.4,mq,mq,mq,mq,1,mq,630,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81408,2.02E+13,101300,130,3,0,0,297.35,297.05,98,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101220,mq,mq,70,mq,296.75,mq,303.35,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,1,9.6,24,27.4,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81415,2.02E+13,mq,mq,mq,70,2.9,297.55,296.35,93,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,297.35,mq,305.05,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,8.7,24.7,24.7,25.3,25.3,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
89642,2.02E+13,100490,310,1,140,3.6,262.15,253.55,45,30000,2,1,1,0,mq,mq,mq,mq,mq,99930,mq,mq,mq,261.05,mq,265.05,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7005,2.02E+13,101500,80,2,270,7.2,281.95,278.85,81,19350,0,mq,mq,mq,mq,mq,mq,mq,mq,100620,mq,mq,-220,mq,mq,mq,mq,280.05,mq,mq,11.2,13.1,-10,0,0,mq,mq,0,0,0,0.2,3.8,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7015,2.02E+13,101330,70,3,240,5.6,280.95,278.55,85,18130,0,mq,mq,mq,0,mq,mq,mq,mq,100760,mq,mq,-500,mq,mq,mq,mq,280.15,mq,mq,8.3,11.7,-10,0,0,mq,mq,0,0,0,0.6,1.8,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7020,2.02E+13,101630,40,2,260,7.2,283.25,280.15,81,16000,3,2,mq,60,5,800,31,20,10,101520,mq,mq,160,mq,mq,mq,mq,mq,mq,mq,9.9,12.2,-10,mq,mq,mq,mq,0,0,0,0,4.2,mq,mq,mq,mq,5,8,600,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7027,2.02E+13,101760,60,1,260,6.2,281.55,278.85,83,19930,0,mq,mq,100,8,6600,mq,mq,mq,100940,mq,mq,150,mq,mq,mq,mq,282.65,mq,mq,8.7,10.1,-10,0,0,mq,mq,0,0,0,-0.1,3,mq,mq,mq,mq,3,mq,6600,8,mq,7320,mq,mq,mq,mq,mq,mq,
7037,2.02E+13,101710,70,3,270,4.2,280.75,278.85,88,17440,0,mq,mq,100,8,450,mq,mq,mq,99800,mq,mq,-30,mq,mq,mq,mq,281.85,mq,mq,7,10.8,-10,mq,0,mq,mq,0,0,0,0.6,5.6,mq,mq,mq,mq,7,mq,450,7,mq,630,7,mq,780,mq,mq,mq,
7072,2.02E+13,101640,130,3,260,4,281.95,279.55,85,20000,0,mq,mq,90,7,800,mq,mq,mq,100480,mq,mq,-330,mq,mq,mq,mq,280.55,mq,mq,7.8,7.8,-10,1,0,mq,mq,0,-0.1,4.3,8.5,8.5,mq,mq,mq,mq,3,mq,870,7,mq,1110,mq,mq,mq,mq,mq,mq,
7110,2.02E+13,101910,-80,8,240,3.2,281.15,279.45,89,15320,0,mq,mq,mq,5,6240,mq,mq,mq,100710,mq,mq,300,mq,mq,mq,mq,276.55,mq,mq,4.3,5.7,-10,0,0,mq,mq,0,0,0,0.2,5,mq,mq,mq,mq,5,mq,6240,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7117,2.02E+13,101830,-10,0,230,5.9,282.55,280.15,85,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101120,mq,mq,300,mq,mq,mq,mq,mq,mq,mq,9.8,13,-10,mq,mq,mq,mq,0,0,0,0.6,3.4,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7130,2.02E+13,102020,30,0,240,3.5,280.65,278.95,89,19920,0,mq,mq,mq,3,6600,mq,mq,mq,101560,mq,mq,290,mq,mq,mq,mq,282.25,mq,mq,6.2,6.2,-10,0,0,mq,mq,0,0,0,mq,mq,mq,mq,mq,mq,1,mq,6600,3,mq,7200,mq,mq,mq,mq,mq,mq,
7139,2.02E+13,101880,20,2,240,5.2,280.85,278.95,88,20000,0,mq,mq,100,8,6420,mq,mq,mq,100110,mq,mq,100,mq,mq,mq,mq,282.65,mq,mq,7.6,8,-10,1,0,mq,mq,0,0,-0.1,1.8,2.4,mq,mq,mq,mq,7,mq,6420,8,mq,7080,mq,mq,mq,mq,mq,mq,
7149,2.02E+13,101800,100,2,250,5.1,281.45,279.05,85,19590,0,mq,mq,100,8,6480,mq,mq,mq,100700,mq,mq,-90,mq,mq,mq,mq,mq,mq,mq,7.4,8.7,-10,1,0,mq,mq,0,0,1.4,13.1,13.1,mq,mq,mq,mq,8,mq,6480,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7168,2.02E+13,101810,110,3,260,5.9,282.45,280.25,86,20000,0,mq,mq,100,8,1750,mq,mq,mq,100380,mq,mq,-180,mq,mq,mq,mq,281.95,mq,mq,9,10,-10,mq,0,mq,mq,0,0.6,0.8,2,2,mq,mq,mq,mq,2,mq,1920,8,mq,5880,mq,mq,mq,mq,mq,mq,
7181,2.02E+13,101690,130,3,270,3,280.75,279.25,90,60000,0,mq,mq,100,8,1750,mq,mq,mq,97480,mq,mq,-440,mq,mq,mq,mq,280.75,mq,mq,4.6,7.1,-10,mq,mq,mq,mq,0.2,1.6,3.2,3.2,3.2,mq,mq,mq,mq,8,mq,1680,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7190,2.02E+13,101470,50,0,310,5,284.35,281.95,85,59490,0,mq,mq,100,8,800,mq,mq,mq,99660,mq,mq,-740,mq,mq,mq,mq,282.95,mq,mq,9.2,9.2,-10,2,0,mq,mq,0.2,1.8,2.6,3.4,3.4,mq,mq,mq,mq,2,mq,720,7,mq,960,8,mq,1140,mq,8,mq,
7207,2.02E+13,102140,10,2,270,5.4,284.85,282.45,85,8000,3,2,mq,75,6,2250,30,27,10,101620,mq,mq,310,mq,mq,mq,mq,mq,mq,mq,8.8,12.3,-10,0,mq,mq,mq,0,0,0,0,0.8,mq,mq,mq,mq,6,4,2100,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7222,2.02E+13,102130,70,1,240,2.3,280.45,279.25,92,15730,0,mq,mq,90,2,800,mq,mq,mq,101810,mq,mq,330,mq,mq,mq,mq,281.25,mq,mq,3.4,3.4,-10,1,0,mq,mq,0,0,0.4,0.4,1.6,mq,mq,mq,mq,2,mq,750,7,mq,6180,mq,mq,mq,mq,mq,mq,
7240,2.02E+13,102040,90,3,270,4.6,283.15,281.25,88,38940,0,mq,mq,90,7,450,mq,mq,mq,100680,mq,mq,210,mq,mq,mq,mq,283.55,mq,mq,7.2,7.2,-10,mq,0,mq,mq,0,0,-0.1,1.4,1.4,mq,mq,mq,mq,5,mq,420,7,mq,630,7,mq,810,mq,mq,mq,
7255,2.02E+13,101980,10,0,260,3.4,283.85,282.25,90,20000,0,mq,mq,mq,mq,mq,mq,mq,mq,99980,mq,mq,10,mq,mq,mq,mq,283.45,mq,mq,6.1,8.2,-10,mq,0,mq,mq,-0.1,-0.1,0.8,1.4,1.4,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7280,2.02E+13,101830,40,3,240,3.2,284.45,280.75,78,60000,0,mq,mq,100,2,1250,mq,mq,mq,99190,mq,mq,-230,mq,mq,mq,mq,283.85,mq,mq,4.9,9.4,-10,0,0,mq,mq,0,0,-0.1,-0.1,-0.1,mq,mq,mq,mq,2,mq,1170,4,mq,2700,8,mq,5700,mq,mq,mq,
7299,2.02E+13,101640,-30,5,260,5.5,284.65,281.35,80,57770,0,mq,mq,100,8,1250,mq,mq,mq,98390,mq,mq,-570,mq,mq,mq,mq,283.65,mq,mq,11.5,11.5,-10,mq,mq,mq,mq,1,1.6,1.6,1.6,1.6,mq,mq,mq,mq,8,mq,1230,mq,8,mq,mq,mq,mq,mq,mq,mq,
7314,2.02E+13,102270,20,3,290,6.5,284.95,282.35,84,15000,2,2,mq,100,8,1250,35,mq,mq,101990,mq,mq,340,mq,mq,mq,mq,mq,mq,mq,9.4,10.6,-10,1,mq,mq,mq,0,0,0,0.2,0.2,mq,mq,mq,mq,8,6,1000,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7335,2.02E+13,102130,0,5,280,3.6,283.35,282.15,92,33690,0,mq,mq,100,2,450,mq,mq,mq,100670,mq,mq,240,mq,mq,mq,mq,284.65,mq,mq,5.8,8.2,-10,2,0,mq,mq,0,0.4,0.4,0.8,1,mq,mq,mq,mq,1,mq,420,8,mq,4920,mq,mq,mq,mq,mq,mq,
7434,2.02E+13,102200,-10,5,260,3.9,282.55,282.05,97,15610,0,mq,mq,100,8,150,mq,mq,mq,97390,mq,mq,190,mq,mq,mq,mq,283.95,mq,mq,7.5,8.8,-10,1,0,mq,mq,0,0,2.4,2.8,2.8,mq,mq,mq,mq,7,mq,180,8,mq,330,mq,mq,mq,mq,mq,mq,
7460,2.02E+13,102020,-30,5,360,5.6,284.05,282.85,92,2920,63,mq,mq,100,8,800,mq,mq,mq,98070,mq,mq,10,mq,mq,mq,mq,284.05,mq,mq,8.8,10,-10,2,0,mq,mq,0.6,0.6,0.6,0.6,0.6,mq,mq,mq,mq,7,mq,930,8,mq,1170,mq,mq,mq,mq,mq,mq,
7471,2.02E+13,mq,-100,5,280,2.2,283.55,280.25,80,10360,61,mq,mq,100,6,1250,mq,mq,mq,92390,92500,823,-10,mq,mq,mq,mq,280.15,mq,mq,6.3,8.1,-10,1,0,mq,mq,-0.1,-0.1,-0.1,-0.1,-0.1,mq,mq,mq,mq,5,mq,1050,6,mq,1260,6,mq,1470,mq,mq,mq,
7481,2.02E+13,101950,-40,8,160,3.1,285.85,280.35,69,50000,21,6,2,100,7,mq,38,mq,mq,99090,mq,mq,-120,mq,mq,mq,mq,mq,mq,mq,4.2,6.3,-10,1,0,0,-30,-0.1,0.2,0.2,0.2,0.2,mq,mq,mq,mq,7,6,1400,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7510,2.02E+13,102370,-60,6,270,3.3,284.85,284.05,95,19460,0,mq,mq,mq,1,450,mq,mq,mq,101790,mq,mq,330,mq,mq,mq,mq,282.85,mq,mq,4.6,5.2,-10,1,0,mq,mq,0,0,0.8,1.8,1.8,mq,mq,mq,mq,1,mq,330,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7535,2.02E+13,102290,-50,7,250,3,285.25,283.85,91,20000,0,mq,mq,100,8,450,mq,mq,mq,99170,mq,mq,270,mq,mq,mq,mq,285.85,mq,mq,7.4,7.6,-10,1,0,mq,mq,-0.1,-0.1,-0.1,-0.1,-0.1,mq,mq,mq,mq,7,mq,390,8,mq,780,mq,mq,mq,mq,mq,mq,
7558,2.02E+13,102200,-80,6,270,5,282.65,280.95,89,18750,51,mq,mq,mq,mq,mq,mq,mq,mq,93870,mq,mq,140,mq,mq,mq,mq,281.95,mq,mq,7.6,8,-10,mq,0,mq,mq,-0.1,-0.1,-0.1,-0.1,-0.1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7577,2.02E+13,102130,-110,6,180,1,283.95,280.85,81,20000,0,mq,mq,mq,mq,mq,mq,mq,mq,101230,mq,mq,60,mq,mq,mq,mq,284.45,mq,mq,1.9,2.5,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7591,2.02E+13,mq,80,6,360,0.7,278.85,275.85,81,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,91930,mq,mq,10,mq,276.85,mq,290.75,mq,mq,mq,mq,mq,mq,mq,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7607,2.02E+13,102440,-100,6,260,2.8,286.55,284.25,86,59110,0,mq,mq,100,8,1750,mq,mq,mq,101730,mq,mq,320,mq,mq,mq,mq,288.85,mq,mq,4,5,-10,mq,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,3,mq,1500,7,mq,1980,8,mq,5580,mq,mq,mq,
7621,2.02E+13,102440,-90,6,280,4.7,286.35,282.05,75,52340,0,mq,mq,100,8,1750,mq,mq,mq,98130,mq,mq,300,mq,mq,mq,mq,285.05,mq,mq,7,7,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,8,mq,1500,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7627,2.02E+13,102540,-30,7,310,0.8,282.45,281.25,92,20000,0,mq,mq,100,8,1250,mq,mq,mq,97570,mq,mq,310,mq,mq,mq,mq,284.05,mq,mq,1.7,3,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,8,mq,1140,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7630,2.02E+13,102380,-60,8,270,4.4,286.35,282.95,80,51680,0,mq,mq,100,1,450,mq,mq,mq,100580,mq,mq,290,mq,mq,mq,mq,285.35,mq,mq,6.9,6.9,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,1,mq,420,7,mq,1800,7,mq,2280,mq,mq,mq,
7643,2.02E+13,102140,-100,6,320,2.3,287.85,282.45,70,54560,0,mq,mq,100,8,3000,mq,mq,mq,102040,mq,mq,110,mq,mq,mq,mq,281.55,mq,mq,2.9,6.9,-10,mq,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,1,mq,3000,3,mq,4980,6,mq,5700,mq,mq,mq,
7650,2.02E+13,102150,-40,6,180,0.9,284.05,282.85,92,9150,0,mq,mq,100,8,450,mq,mq,mq,101760,mq,mq,100,mq,mq,mq,mq,282.95,mq,mq,1.4,2.6,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,8,mq,330,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7661,2.02E+13,mq,mq,mq,300,6.5,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,8.6,10.6,-10,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7690,2.02E+13,101980,-140,7,330,3.1,284.75,279.65,71,40000,2,2,2,90,0,mq,30,20,11,101660,mq,mq,-140,mq,mq,mq,mq,284.05,mq,mq,3.6,3.9,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,7,0,7000,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7747,2.02E+13,102270,-30,8,280,4.5,288.95,280.15,56,60000,0,mq,mq,mq,1,3300,mq,mq,mq,101740,mq,mq,260,mq,mq,mq,mq,285.15,mq,mq,6.8,9.5,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,1,mq,3300,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7761,2.02E+13,102190,-110,6,40,3.3,280.85,279.15,89,27770,0,mq,mq,mq,0,mq,mq,mq,mq,102080,mq,mq,50,mq,mq,mq,mq,282.45,mq,mq,4.7,5.4,-10,mq,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7790,2.02E+13,102070,-120,8,220,4.6,283.65,273.95,51,60000,0,mq,mq,90,7,7320,mq,mq,mq,101920,mq,mq,-50,mq,mq,mq,mq,mq,mq,mq,7,8.3,-10,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,7,mq,7320,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61968,2.02E+13,101060,50,3,130,2.3,299.55,297.05,86,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101010,mq,mq,-60,mq,297.85,mq,305.25,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0.2,0.4,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61972,2.02E+13,101090,50,5,mq,mq,296.35,294.95,92,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101020,mq,mq,-140,mq,295.65,mq,303.15,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61976,2.02E+13,101110,110,3,110,1,298.55,296.65,89,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101020,mq,mq,-110,mq,298.15,mq,303.75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,2.6,2.6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61980,2.02E+13,101220,110,3,130,5.3,297.85,293.95,79,60000,0,mq,mq,100,8,2250,mq,mq,mq,101070,mq,mq,-120,mq,mq,mq,mq,mq,mq,mq,8,9.6,-10,mq,mq,mq,mq,-0.1,-0.1,-0.1,0.2,0.2,mq,mq,mq,mq,6,mq,2220,7,mq,3000,8,mq,6240,mq,mq,mq,
61996,2.02E+13,102600,30,0,270,8.2,290.85,288.25,85,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,102250,mq,mq,-620,mq,287.15,mq,292.15,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0.4,0.6,1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61997,2.02E+13,101440,370,6,30,11.7,278.75,278.65,99,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,99650,mq,mq,-860,mq,277.45,mq,278.75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0.8,4.4,9.2,13,13,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61998,2.02E+13,102270,170,1,240,12.3,277.55,269.95,58,25000,2,mq,mq,60,5,1250,35,20,11,101890,mq,mq,2030,mq,mq,mq,mq,mq,mq,mq,mq,19.5,-10,mq,mq,mq,mq,0,0,mq,mq,mq,mq,mq,mq,mq,5,6,1200,mq,mq,mq,mq,mq,mq,mq,mq,mq,
67005,2.02E+13,101090,20,3,340,1.2,298.85,297.95,95,20000,0,mq,mq,mq,1,800,mq,mq,mq,101010,mq,mq,-80,mq,mq,mq,mq,mq,mq,mq,1.8,2.4,-10,mq,mq,mq,mq,0,0,0,0,0.2,mq,mq,mq,mq,1,mq,630,mq,mq,mq,mq,mq,mq,mq,mq,mq,
71805,2.02E+13,102110,10,0,240,3.8,273.05,273.05,100,15780,mq,mq,mq,mq,0,mq,mq,mq,mq,102020,mq,mq,-90,mq,mq,mq,mq,274.75,mq,mq,4.8,5.5,-10,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78890,2.02E+13,101630,40,1,110,5.8,298.95,293.95,74,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101310,mq,mq,10,mq,298.15,mq,301.75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78894,2.02E+13,101670,40,0,120,3.1,298.35,293.85,76,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101150,mq,mq,-70,mq,297.35,mq,303.75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78897,2.02E+13,101660,60,1,40,0.8,296.45,293.75,85,19390,mq,mq,mq,mq,mq,mq,mq,mq,mq,101570,mq,mq,10,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,-0.1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78922,2.02E+13,101650,70,1,120,6.2,298.95,294.65,77,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101200,mq,mq,20,mq,298.65,mq,302.25,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78925,2.02E+13,101620,60,1,100,3.1,297.35,293.65,80,53970,0,mq,mq,mq,1,800,mq,mq,mq,101530,mq,mq,20,mq,mq,mq,mq,mq,mq,mq,4.9,4.9,-10,mq,mq,mq,mq,0,0,0,0,-0.1,mq,mq,mq,mq,1,mq,780,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81401,2.02E+13,101330,30,0,80,1,298.35,297.15,93,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101270,mq,mq,20,mq,297.25,mq,305.15,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,5.6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81405,2.02E+13,101350,40,0,100,0.9,296.85,296.15,96,34960,0,mq,mq,100,3,800,mq,mq,mq,101260,mq,mq,-30,mq,mq,mq,mq,298.55,mq,mq,1.2,5.7,-10,mq,mq,mq,mq,0.6,0.6,0.6,6.7,42.2,mq,mq,mq,mq,2,mq,660,3,mq,1320,8,mq,1680,mq,mq,mq,
81415,2.02E+13,mq,mq,mq,30,1.2,297.05,296.35,96,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,297.05,mq,305.05,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,2.8,27.5,28.1,28.1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
